plan_tier,contract_type,auto_renew,tenure_months,seat_count,monthly_fee,discount_flag,logins_30d,active_days_30d,feature_usage_score,avg_session_minutes,onboarding_completed,time_to_first_value_days,tickets_30d,payment_failures_30d,nps_proxy,cohort_month,churn_next_30d
pro,monthly,1,47,145,70.07,0,8,9,0.616,15.29,0,8.2,6,1,-1.7,23,1
pro,monthly,1,24,167,50.49,0,13,13,0.565,9.28,0,25.2,2,2,54.1,16,1
pro,annual,1,40,36,57.57,1,7,17,0.834,14.18,1,14.9,2,0,60.7,7,0
basic,monthly,1,20,123,22.78,0,10,9,0.769,4.55,1,0.8,4,0,48.7,3,0
pro,monthly,1,30,114,49.88,0,8,15,0.556,9.76,1,10.8,3,1,,0,1
basic,monthly,1,38,89,24.19,0,12,17,0.449,12.83,0,22.2,2,0,32.0,11,0
basic,monthly,0,6,178,34.26,0,24,16,0.706,15.25,1,10.7,7,1,-4.3,3,0
pro,monthly,1,2,85,51.86,0,20,9,0.724,9.01,1,0.3,4,2,45.9,15,1
basic,monthly,0,7,76,29.52,0,15,18,0.608,12.5,1,10.9,2,3,38.3,16,0
basic,monthly,1,34,105,20.45,0,12,16,0.593,13.89,1,13.2,1,2,45.7,5,1
basic,monthly,1,22,185,23.98,0,14,15,0.541,8.82,1,7.8,3,3,-9.1,13,0
basic,monthly,0,13,173,26.02,0,12,12,0.73,7.35,1,16.3,3,1,11.2,3,0
basic,monthly,1,36,141,18.17,1,7,16,0.8,8.74,1,2.4,4,3,45.6,9,1
pro,annual,1,0,17,51.1,1,19,10,0.485,6.1,0,15.1,0,0,63.4,13,0
basic,annual,1,8,60,28.08,0,15,16,0.71,14.36,1,23.6,3,1,37.6,23,0
basic,monthly,1,22,4,27.71,0,15,12,0.542,11.53,1,15.6,4,2,61.4,19,0
pro,annual,1,43,19,51.55,1,6,4,0.439,9.31,1,16.7,1,0,35.7,23,1
basic,monthly,1,35,166,25.89,1,13,9,0.384,7.6,1,11.2,4,1,24.5,20,0
enterprise,monthly,1,32,163,170.6,1,5,13,0.676,15.33,1,9.2,5,2,26.1,4,0
basic,monthly,1,34,21,23.26,0,7,12,0.74,11.77,1,9.4,2,2,59.3,15,0
pro,monthly,1,14,92,47.81,1,17,15,0.484,11.82,0,11.6,1,1,53.7,13,0
basic,annual,1,21,56,19.47,0,7,10,0.226,6.59,0,21.0,1,0,14.2,17,0
pro,annual,1,42,15,72.92,0,4,12,0.622,8.16,1,2.4,2,0,23.3,15,0
basic,monthly,1,35,76,20.66,0,5,14,0.464,13.78,1,17.0,2,0,31.4,12,0
enterprise,monthly,1,28,21,162.53,1,15,22,0.943,13.87,1,,1,2,70.4,2,0
basic,monthly,1,3,147,26.71,1,9,10,0.596,12.05,1,4.7,4,2,50.3,11,1
pro,monthly,1,35,193,66.26,0,12,16,0.798,13.72,1,13.8,2,2,57.1,6,0
basic,monthly,1,17,85,34.07,0,15,16,0.479,13.8,1,24.6,3,1,19.9,16,0
basic,annual,1,18,49,25.14,0,20,14,0.331,13.44,1,17.3,3,1,,3,0
basic,annual,1,32,100,24.42,0,11,7,0.786,9.32,1,0.4,1,1,66.8,9,0
basic,annual,1,18,193,20.75,0,7,17,0.444,9.84,1,26.3,3,1,19.4,13,0
basic,monthly,1,27,32,34.76,0,9,13,0.667,8.87,1,0.0,1,0,59.6,17,0
pro,monthly,1,0,136,66.22,0,18,11,0.604,12.12,1,0.0,2,0,8.8,17,0
basic,monthly,1,8,19,18.34,0,20,10,0.668,10.8,1,1.5,2,0,23.8,6,0
basic,annual,1,25,60,31.7,1,11,13,0.604,10.65,1,10.3,3,0,38.1,17,0
basic,monthly,1,45,88,22.92,1,10,8,0.573,10.73,1,0.3,3,1,61.5,0,0
basic,monthly,1,36,77,28.99,0,12,10,0.624,10.88,1,0.0,2,2,30.2,1,0
basic,monthly,1,20,36,33.41,0,15,11,0.507,18.57,1,7.8,3,0,35.1,10,0
pro,annual,0,46,155,71.75,0,8,12,0.363,4.34,0,9.6,1,1,58.0,5,0
basic,annual,0,13,134,29.87,0,27,18,0.602,11.12,1,10.1,5,0,21.2,12,1
pro,monthly,1,42,87,63.91,0,13,11,0.876,8.73,0,16.8,1,3,57.2,16,0
basic,monthly,1,19,84,28.67,0,14,12,0.542,11.71,1,20.7,3,1,49.0,21,0
basic,annual,0,4,15,24.83,0,16,14,0.494,6.68,1,11.7,2,1,15.8,5,0
pro,monthly,1,0,132,61.01,1,15,10,0.717,12.07,1,10.6,0,2,,7,0
basic,monthly,1,47,46,25.6,0,8,9,0.726,10.13,1,10.1,1,1,30.5,20,0
basic,monthly,1,30,60,23.02,0,18,12,0.499,14.19,1,18.9,4,2,-7.9,19,1
enterprise,monthly,1,7,172,198.8,0,17,15,0.481,6.39,0,23.0,3,0,12.2,13,0
enterprise,monthly,1,47,128,237.2,0,9,18,0.778,8.57,0,10.4,5,0,19.0,6,0
pro,annual,1,1,139,57.86,0,18,9,0.736,8.95,1,0.0,5,0,11.1,1,0
basic,monthly,1,16,53,28.2,0,13,14,0.581,12.58,1,8.4,2,1,0.8,6,0
pro,monthly,1,35,100,32.3,0,8,11,0.581,12.07,0,11.1,4,3,17.3,10,0
enterprise,monthly,0,2,3,180.03,0,21,14,0.81,11.93,1,6.6,4,0,29.3,15,1
enterprise,monthly,1,43,49,218.5,1,9,10,0.708,14.12,1,7.9,2,0,52.6,19,0
basic,monthly,1,32,160,27.27,0,7,16,0.471,3.98,1,10.6,3,0,41.6,11,0
basic,monthly,0,45,95,32.06,0,8,2,0.499,10.21,0,10.3,1,1,52.0,17,0
basic,monthly,1,40,127,17.21,1,14,8,0.581,11.38,1,10.4,5,0,-27.0,9,0
basic,monthly,0,39,157,29.81,1,7,16,0.601,12.09,1,13.6,0,1,43.3,14,0
pro,annual,1,10,187,66.08,1,17,18,0.578,11.61,1,17.0,4,0,13.3,1,0
basic,monthly,1,9,17,29.5,0,10,19,0.586,12.22,1,8.4,5,0,-3.5,6,0
basic,monthly,1,11,116,25.03,0,19,15,0.619,13.01,1,11.7,2,2,62.5,10,0
basic,monthly,1,7,198,24.75,0,12,14,0.65,17.7,1,11.1,2,0,33.5,21,1
basic,monthly,1,31,40,15.71,1,14,5,0.637,13.92,0,14.7,4,1,8.3,1,1
basic,monthly,1,2,172,29.54,0,18,14,0.784,8.14,1,8.9,1,2,60.9,1,0
basic,annual,0,20,116,15.77,1,16,15,0.674,14.51,0,6.7,0,1,33.5,23,0
basic,monthly,1,27,64,17.79,0,11,10,0.911,12.97,1,14.5,0,1,51.8,7,0
enterprise,annual,1,25,156,198.07,0,13,12,0.936,11.86,1,11.9,1,0,65.3,12,0
basic,monthly,1,23,174,28.86,1,13,18,0.73,7.99,1,9.4,2,1,28.6,13,0
basic,annual,0,10,29,18.41,1,13,18,0.329,9.05,1,14.8,6,1,20.6,12,1
basic,monthly,1,5,136,30.02,0,21,15,0.686,12.67,0,7.4,2,3,50.4,8,0
basic,monthly,0,47,187,28.98,0,5,11,0.703,14.43,1,20.7,2,2,43.4,15,0
basic,monthly,1,22,133,24.54,0,10,15,0.542,7.9,1,7.2,1,1,47.8,19,0
basic,monthly,1,28,109,31.68,0,8,10,0.181,7.8,1,10.3,3,2,,19,1
basic,annual,1,27,28,24.18,0,9,16,0.131,7.26,0,23.4,4,0,2.5,15,0
basic,annual,1,17,90,27.59,0,13,11,0.5,9.25,0,9.1,3,1,7.4,4,0
pro,monthly,1,34,181,55.77,0,3,14,0.573,6.83,1,5.0,5,2,31.3,6,1
basic,monthly,1,18,160,18.94,0,9,12,0.282,6.46,1,7.5,7,1,16.6,17,1
basic,monthly,1,19,90,30.85,0,14,10,0.62,10.77,1,15.1,3,0,12.0,11,0
pro,monthly,1,38,62,64.63,0,8,13,0.466,12.64,1,2.2,2,0,25.0,18,0
basic,annual,1,15,160,24.29,0,13,11,0.25,8.77,0,22.4,6,0,-5.3,5,1
basic,monthly,1,33,193,34.54,0,7,15,0.921,9.9,1,13.4,1,2,76.8,10,0
basic,annual,1,31,60,34.49,0,12,8,0.641,11.02,0,8.5,2,1,70.0,8,0
basic,monthly,0,1,162,27.2,0,18,14,0.473,7.08,0,22.9,2,1,32.7,17,0
basic,annual,1,32,62,17.72,0,6,8,0.296,11.96,1,23.1,5,0,23.9,18,0
enterprise,monthly,1,38,165,139.54,0,7,16,0.591,16.0,1,2.4,3,0,31.5,8,0
enterprise,monthly,0,12,192,152.19,0,14,16,0.638,12.07,1,4.8,5,1,9.6,9,0
enterprise,annual,1,43,132,196.87,0,8,11,0.652,13.9,1,0.1,2,0,17.2,6,0
basic,monthly,0,0,99,20.32,0,12,12,0.492,8.77,1,11.5,2,0,23.4,14,0
basic,monthly,1,8,63,19.02,0,23,21,0.337,10.67,0,24.4,1,3,35.4,3,1
basic,monthly,1,45,12,13.69,0,5,14,0.393,10.13,1,7.8,2,2,23.2,14,0
basic,monthly,1,41,11,25.84,0,8,9,0.242,12.3,1,6.3,5,0,40.5,0,1
basic,annual,0,36,167,13.51,0,7,15,0.194,7.24,1,19.5,6,1,-6.0,19,0
basic,annual,1,28,132,23.4,0,11,10,0.274,9.25,1,7.3,4,1,5.2,12,1
basic,monthly,1,9,46,24.2,1,18,14,0.44,7.18,1,7.6,5,3,-15.3,7,1
basic,annual,0,23,110,18.18,1,8,3,0.495,12.73,1,10.5,5,0,3.9,21,0
basic,monthly,1,27,175,16.64,1,12,16,0.634,9.73,1,1.4,5,1,6.8,4,0
pro,annual,1,4,129,72.68,0,19,11,0.745,11.34,1,2.8,2,1,42.4,12,0
basic,monthly,1,28,183,20.86,0,10,11,0.662,9.12,1,23.1,2,1,,23,0
pro,monthly,1,4,24,46.21,0,10,6,0.615,10.94,0,18.2,2,0,48.7,11,0
basic,monthly,0,6,15,19.84,0,18,14,0.668,13.97,0,21.6,3,0,37.8,10,0
basic,monthly,0,8,133,24.48,0,10,12,0.164,9.87,1,15.7,3,1,8.7,17,0
basic,annual,1,9,116,23.27,0,14,8,0.659,15.6,1,15.7,3,0,26.9,1,0
basic,monthly,1,3,137,21.2,1,13,13,0.543,9.11,0,15.5,1,1,48.5,2,0
basic,monthly,1,45,196,28.2,1,5,10,0.723,12.17,0,17.5,2,2,51.9,19,1
basic,monthly,1,38,22,26.0,0,7,16,0.068,11.67,1,14.1,7,2,-13.6,0,1
pro,monthly,1,24,186,44.58,1,14,10,0.834,10.01,1,5.1,6,1,28.5,0,0
basic,monthly,1,17,13,18.59,1,23,17,0.257,12.97,1,19.9,0,1,,2,0
basic,monthly,1,9,105,26.12,0,13,7,0.751,16.91,1,1.8,1,1,32.0,14,0
enterprise,annual,1,45,166,120.04,0,7,12,0.598,8.12,1,6.1,3,0,34.1,6,0
basic,monthly,1,38,136,25.15,0,10,13,0.625,18.9,1,18.6,2,2,56.7,9,0
pro,annual,1,36,45,54.84,0,11,14,0.654,10.94,1,14.0,4,1,16.5,5,0
basic,annual,1,22,121,22.5,0,12,12,0.733,7.17,1,9.0,6,0,-1.1,19,0
basic,monthly,1,1,180,23.01,0,16,20,0.577,8.01,1,13.9,5,1,-13.6,8,1
basic,monthly,1,30,41,22.57,0,11,11,0.833,12.37,1,13.8,1,1,41.5,22,1
basic,annual,1,23,187,22.47,0,12,14,0.42,9.13,1,25.0,2,1,27.5,2,0
pro,annual,1,14,130,72.83,0,11,11,0.484,8.38,1,3.2,2,1,50.2,2,0
basic,monthly,1,15,18,23.18,0,13,9,0.432,6.72,1,13.2,6,1,-22.6,3,1
basic,annual,0,2,67,27.62,1,22,10,0.664,7.61,1,9.5,3,3,50.0,4,0
basic,annual,1,41,172,38.4,0,9,8,0.671,16.83,1,21.1,3,0,34.1,5,0
enterprise,monthly,1,7,68,156.07,0,16,16,0.518,12.02,0,13.2,4,0,-3.7,17,0
pro,annual,1,39,189,64.4,0,11,18,0.517,13.96,1,4.3,1,0,52.3,9,0
enterprise,monthly,1,46,84,102.92,0,6,14,0.802,9.85,1,12.4,1,0,64.0,15,0
pro,annual,1,2,69,51.67,0,13,11,0.894,12.03,1,3.2,0,0,69.2,16,0
pro,annual,1,29,170,36.24,0,9,9,0.544,8.07,1,9.1,2,0,42.0,1,0
basic,monthly,1,3,157,33.69,0,10,13,0.293,8.12,1,16.0,2,1,36.8,17,0
enterprise,monthly,1,39,48,198.75,0,7,7,0.931,16.64,0,3.6,1,3,61.8,7,0
basic,monthly,1,24,156,26.59,0,16,17,0.235,7.97,1,7.1,4,2,21.4,11,0
basic,annual,1,1,50,32.25,0,22,16,0.647,11.44,0,,3,0,13.4,9,0
pro,monthly,0,37,179,60.4,1,8,8,0.28,7.53,1,9.3,1,5,38.7,3,0
basic,annual,1,36,2,24.76,0,12,18,0.528,13.35,0,11.2,7,0,0.8,4,1
basic,monthly,1,44,132,20.12,0,4,6,0.486,9.09,1,12.9,4,2,33.9,18,0
basic,monthly,1,23,31,22.53,0,11,12,0.409,14.14,0,,6,1,8.8,14,0
basic,annual,1,44,135,31.02,0,3,14,0.809,11.68,1,13.0,5,1,16.4,18,0
pro,monthly,1,31,195,55.34,0,5,14,0.655,19.2,0,16.4,2,0,49.2,9,0
basic,monthly,1,25,133,20.46,1,9,9,0.52,14.71,0,17.5,5,2,-1.7,18,1
pro,monthly,1,17,87,63.08,0,14,11,0.624,11.59,1,3.5,4,1,9.1,3,1
basic,monthly,1,14,164,24.21,0,11,8,0.412,10.68,1,22.7,2,2,,9,1
pro,monthly,1,29,39,49.78,0,12,13,0.999,18.11,1,6.0,0,1,55.0,21,0
basic,monthly,1,35,109,22.19,1,11,15,0.482,11.87,1,0.6,3,2,,9,1
enterprise,monthly,1,1,193,160.59,0,17,6,1.0,15.8,0,13.0,1,0,71.9,7,0
basic,monthly,1,19,71,28.77,0,19,16,0.401,16.75,1,19.0,1,0,51.9,2,0
basic,monthly,1,2,6,25.23,0,21,12,0.553,11.94,1,21.7,1,1,28.2,0,0
basic,monthly,1,19,88,24.11,0,12,12,0.464,4.48,1,0.0,3,1,-6.5,8,0
basic,monthly,1,38,97,24.92,0,8,7,0.405,10.95,1,7.0,0,2,31.8,19,0
basic,annual,1,33,162,18.17,1,5,9,0.516,14.61,1,9.8,4,0,13.4,8,0
pro,monthly,0,5,161,71.11,0,14,21,0.97,14.76,1,9.0,0,1,100.0,19,1
enterprise,monthly,1,34,68,98.12,1,12,11,0.982,10.42,1,0.0,2,3,42.5,23,0
pro,monthly,1,0,154,52.72,1,21,14,0.674,11.79,1,11.3,1,2,75.1,23,0
basic,annual,1,0,29,22.32,0,15,9,0.304,14.28,1,17.6,2,0,37.4,2,0
basic,annual,1,43,38,24.56,0,7,22,0.608,7.39,1,6.7,1,0,45.5,3,0
pro,annual,1,1,121,75.14,0,17,15,0.575,6.29,1,7.7,1,2,42.6,7,0
pro,annual,0,12,141,43.18,0,14,13,0.496,8.47,0,18.9,1,1,59.6,20,0
basic,monthly,1,6,161,33.69,0,16,17,0.665,15.43,1,22.6,1,1,40.1,14,0
enterprise,annual,1,27,124,197.26,0,9,13,0.519,4.97,1,14.3,3,0,55.5,10,0
basic,monthly,0,25,26,35.54,0,11,12,0.569,11.77,1,8.9,4,1,29.7,17,1
pro,annual,0,40,135,63.05,0,7,11,0.75,13.99,1,10.7,3,1,31.5,7,0
enterprise,annual,0,47,86,208.68,0,7,5,0.869,13.22,1,6.6,8,0,3.2,13,0
pro,annual,0,35,53,81.52,0,10,11,0.439,6.19,1,3.5,2,0,48.6,6,0
basic,monthly,1,22,68,22.19,0,6,9,0.851,13.5,1,15.0,2,1,74.9,14,0
pro,annual,1,2,162,42.91,1,16,14,0.718,9.04,1,10.9,1,0,56.8,1,0
basic,monthly,1,44,36,21.16,0,7,11,0.545,11.71,0,18.0,3,3,21.0,3,1
pro,monthly,1,26,112,61.98,0,7,14,0.426,7.89,1,14.0,1,0,43.1,5,0
basic,monthly,1,10,17,18.24,1,12,13,0.397,11.38,1,10.3,1,2,21.3,5,1
pro,monthly,1,26,145,65.26,0,8,8,0.601,11.45,0,13.4,4,0,33.5,15,0
enterprise,monthly,1,18,30,192.02,1,8,18,0.74,8.65,1,9.2,1,2,42.2,1,1
basic,monthly,1,16,187,20.71,0,12,11,0.607,13.3,1,13.9,4,1,15.6,0,1
basic,monthly,1,21,176,25.18,0,15,15,0.481,10.45,0,12.5,5,3,23.3,14,1
pro,monthly,1,36,171,48.42,1,13,7,0.925,14.51,1,19.3,2,1,64.4,6,0
basic,monthly,1,7,70,30.98,0,21,17,0.476,11.45,0,22.0,3,0,12.4,5,1
basic,monthly,1,46,156,13.28,1,5,4,0.579,14.48,1,12.0,4,1,25.1,0,0
basic,annual,1,2,27,24.36,0,19,22,0.749,14.22,1,12.1,3,0,37.6,19,1
basic,monthly,1,7,58,23.38,0,9,15,0.446,11.89,1,11.5,3,2,14.7,11,0
pro,annual,1,32,27,58.55,0,12,12,0.419,4.8,0,22.8,1,0,42.4,8,0
pro,monthly,1,6,11,43.93,0,15,15,0.59,10.23,1,13.7,2,2,37.7,21,0
basic,monthly,1,37,74,30.93,0,5,6,0.709,4.34,1,15.8,1,0,46.9,16,1
basic,monthly,1,35,115,23.19,0,14,12,0.557,6.84,1,26.9,3,3,42.2,15,1
basic,monthly,1,20,172,22.68,0,12,15,0.666,15.13,1,15.6,1,0,29.3,6,0
basic,monthly,0,21,7,27.06,0,13,15,0.308,8.1,0,12.6,4,0,4.5,2,0
pro,monthly,1,47,81,60.97,0,12,12,0.374,13.31,1,12.4,2,0,20.2,22,0
basic,monthly,1,38,143,29.13,0,8,13,0.649,9.16,1,15.2,1,0,28.5,18,0
basic,monthly,1,30,41,26.61,0,6,16,0.608,10.86,1,20.3,1,2,49.1,10,0
enterprise,monthly,1,6,147,131.06,0,19,17,0.58,11.55,1,12.5,3,0,16.3,13,1
basic,monthly,0,28,114,21.1,1,13,5,0.339,14.3,1,12.8,6,1,-13.3,10,1
pro,annual,0,1,113,65.14,0,14,13,0.635,14.45,1,13.8,2,1,49.5,11,0
basic,monthly,1,12,25,35.17,0,10,12,0.537,9.36,0,7.9,2,1,11.9,6,1
basic,monthly,0,33,34,23.79,0,6,6,0.325,8.11,1,14.9,4,0,,22,1
basic,monthly,1,19,175,23.18,0,9,8,0.532,11.4,1,15.4,3,2,49.0,15,1
pro,monthly,1,47,175,55.03,0,4,17,0.404,17.23,1,0.0,4,1,18.9,1,1
pro,monthly,1,45,91,77.83,0,13,10,0.55,11.21,0,14.7,2,0,48.0,0,0
basic,monthly,1,4,119,14.39,0,15,11,0.308,7.07,0,14.0,7,0,25.9,1,1
basic,monthly,0,42,108,20.68,1,6,8,0.525,8.51,1,9.4,4,0,22.8,15,0
basic,monthly,1,41,103,29.4,0,4,12,0.43,9.72,1,17.5,3,2,29.5,18,1
pro,monthly,1,5,142,74.65,0,12,14,0.908,14.1,1,1.8,2,0,66.3,7,0
pro,monthly,1,18,113,57.55,0,14,21,0.72,9.3,1,6.6,3,2,27.6,20,0
pro,monthly,1,45,25,47.48,0,6,9,0.429,13.12,0,8.4,4,2,4.4,9,0
enterprise,annual,1,0,17,143.35,0,15,15,0.909,11.19,1,9.4,1,0,58.2,14,0
basic,monthly,0,2,170,13.8,0,17,6,0.51,14.66,1,14.0,4,1,14.1,10,0
pro,monthly,0,24,148,59.03,0,18,8,0.801,13.29,0,6.3,5,0,,7,0
pro,monthly,1,45,40,51.58,0,7,17,0.432,9.3,1,6.0,3,1,,13,0
basic,annual,1,13,13,20.98,0,16,18,0.653,3.19,0,16.9,1,0,27.6,10,0
enterprise,annual,1,37,44,161.19,1,7,13,1.0,12.65,1,8.7,2,0,46.4,20,0
basic,annual,1,33,116,23.53,0,9,16,0.65,11.67,1,17.7,1,1,31.9,16,0
pro,monthly,1,7,117,59.36,1,16,9,0.558,11.25,1,2.3,6,3,12.9,6,1
pro,monthly,0,13,34,34.83,1,17,20,0.872,14.76,1,5.6,2,2,70.4,19,0
enterprise,annual,1,29,36,187.23,0,10,8,0.622,10.33,1,15.9,2,0,46.3,1,0
basic,monthly,1,23,42,22.17,1,8,13,0.632,13.36,1,16.7,2,3,28.6,22,1
basic,annual,1,11,89,22.7,1,14,24,0.95,10.74,1,6.2,2,2,84.2,20,0
pro,monthly,1,9,47,61.26,0,17,10,0.561,14.16,1,7.3,6,2,-4.3,21,0
pro,monthly,1,26,91,62.77,0,11,18,0.757,15.38,0,16.5,1,1,46.0,21,0
basic,monthly,0,39,3,25.42,0,12,16,0.906,14.23,1,17.3,4,0,30.3,18,0
pro,monthly,1,19,187,42.54,0,13,10,0.843,15.17,0,15.9,3,1,54.1,10,0
basic,annual,0,44,178,29.32,0,10,20,0.674,10.97,1,,1,0,36.8,19,0
pro,monthly,1,32,68,52.54,0,13,9,0.312,9.17,1,10.6,3,0,44.0,2,1
pro,monthly,0,19,161,68.26,0,12,12,0.492,10.07,1,8.3,1,4,13.3,13,0
basic,monthly,1,33,107,26.57,0,7,14,0.701,15.94,1,2.5,6,1,-0.3,20,0
basic,annual,1,21,7,31.76,0,12,12,0.49,11.37,0,15.0,1,0,55.2,23,1
enterprise,monthly,1,36,57,164.49,0,15,25,0.656,9.48,0,21.4,3,0,68.9,8,0
pro,annual,1,47,12,43.07,0,7,6,0.877,12.92,1,13.2,4,0,56.8,3,0
pro,annual,1,37,141,50.04,1,10,18,0.785,11.12,0,13.9,1,0,62.7,6,0
basic,monthly,1,6,156,18.58,1,17,4,0.397,10.76,1,10.5,4,1,2.0,7,1
enterprise,annual,1,3,123,168.1,0,19,2,0.882,12.64,1,3.5,1,2,48.2,2,0
basic,annual,1,38,2,21.2,1,15,13,0.372,6.01,0,12.8,0,1,56.9,18,0
basic,monthly,1,40,47,19.66,1,14,16,0.259,6.18,1,17.7,5,1,12.5,11,0
basic,monthly,1,27,94,10.77,1,10,18,0.602,10.34,1,10.1,1,0,40.2,6,0
pro,monthly,1,11,29,56.19,1,17,20,0.441,14.63,1,9.8,1,2,33.8,7,0
enterprise,monthly,1,42,22,173.28,0,10,13,0.518,5.46,1,22.4,1,2,59.4,2,0
pro,monthly,1,21,61,56.86,0,21,16,0.48,11.93,1,8.6,7,1,5.5,7,1
pro,annual,1,14,118,49.39,1,18,15,0.693,16.83,1,3.5,2,2,47.8,16,0
basic,monthly,1,17,18,21.43,1,15,19,0.685,15.01,1,17.3,4,3,15.0,6,1
basic,monthly,1,14,199,25.62,0,12,7,0.49,10.87,1,18.5,2,1,40.5,2,0
basic,monthly,1,13,92,28.58,0,20,11,0.326,9.28,0,,3,0,12.8,0,0
basic,monthly,1,15,35,21.79,0,9,15,0.34,11.96,1,19.5,3,2,19.6,12,0
basic,monthly,1,32,4,29.37,0,9,16,0.263,14.1,1,6.6,6,1,-4.0,0,1
pro,monthly,1,0,191,61.55,0,20,19,0.792,14.9,1,17.7,2,3,54.7,3,0
pro,monthly,1,17,119,49.0,0,14,13,0.5,11.56,1,15.7,3,1,-3.3,8,0
pro,monthly,1,8,173,64.17,0,20,12,0.703,15.85,0,14.8,0,3,73.9,14,1
basic,monthly,1,31,155,19.88,0,7,14,0.217,9.84,1,6.9,3,3,29.5,22,0
basic,annual,0,47,197,21.71,0,6,7,0.771,12.9,0,24.6,2,0,56.1,1,0
basic,monthly,1,37,178,18.73,0,15,20,0.54,13.14,1,14.5,2,1,41.6,3,0
basic,monthly,1,11,153,20.86,0,13,11,0.259,7.64,0,13.4,4,0,-10.8,3,0
basic,monthly,1,24,170,25.69,0,13,11,0.433,19.57,0,21.1,2,2,45.9,19,0
basic,annual,1,0,171,28.53,0,17,16,0.575,11.92,1,5.2,3,0,21.0,18,0
basic,monthly,1,19,51,24.91,0,9,9,0.382,9.74,1,13.6,4,1,3.4,17,0
pro,monthly,1,13,119,74.46,0,27,11,0.727,14.9,1,9.7,1,0,80.8,4,1
basic,monthly,1,24,197,18.79,0,13,17,0.772,15.92,1,14.9,4,0,33.2,5,0
basic,monthly,1,19,173,21.36,0,12,8,0.706,10.18,1,19.3,3,2,30.8,13,0
basic,monthly,1,32,21,17.27,0,15,14,0.537,6.1,1,9.0,3,1,20.6,18,0
basic,monthly,1,26,23,28.68,0,11,12,0.799,11.8,0,14.2,3,0,40.9,12,0
basic,monthly,1,45,40,29.03,0,9,4,0.577,12.31,0,18.2,1,1,34.2,15,1
basic,annual,0,3,148,24.8,0,22,10,0.519,8.89,1,16.9,1,0,6.2,11,0
pro,monthly,1,45,79,67.47,0,6,13,0.643,11.78,1,6.7,4,1,6.8,11,1
basic,annual,1,37,126,29.38,0,6,16,0.557,10.96,1,2.4,1,0,44.3,12,0
enterprise,monthly,1,34,28,192.85,0,7,8,0.819,8.01,1,6.4,3,0,50.4,21,0
basic,monthly,1,39,12,31.97,0,9,8,0.38,12.26,0,19.0,3,2,30.9,2,1
basic,monthly,1,2,154,19.88,0,18,16,0.745,15.17,1,7.3,2,1,53.6,0,0
basic,monthly,1,10,59,19.77,1,18,17,0.775,13.24,0,3.9,4,2,15.7,15,1
basic,monthly,1,0,9,22.66,0,18,17,0.986,15.08,1,13.9,1,3,,6,1
basic,annual,1,38,44,24.0,1,5,12,0.232,7.43,1,4.2,2,0,33.5,6,0
pro,monthly,1,17,65,66.94,0,15,11,0.667,11.65,0,19.8,1,2,59.4,0,0
basic,monthly,1,17,81,32.24,0,17,17,0.397,12.4,1,25.8,3,2,13.8,18,0
pro,monthly,0,29,179,72.49,0,8,11,0.778,8.57,0,8.6,0,1,70.5,0,0
basic,monthly,1,20,40,33.75,0,18,16,0.762,9.5,0,20.1,4,2,30.4,10,0
basic,monthly,1,30,121,24.8,0,13,11,0.549,7.02,1,13.8,2,0,30.8,9,0
basic,monthly,1,44,55,22.25,0,13,12,0.487,15.97,1,2.8,6,1,-14.5,13,0
basic,monthly,1,15,100,28.29,0,11,14,0.456,9.9,1,0.0,4,2,12.7,12,0
basic,monthly,1,42,59,30.15,0,6,3,0.508,15.36,1,3.9,3,0,16.7,21,1
enterprise,monthly,1,25,69,179.81,0,12,18,0.811,12.64,0,12.2,1,2,39.4,6,1
pro,monthly,1,18,120,65.3,0,10,12,0.73,17.76,1,22.6,4,0,22.1,6,0
enterprise,monthly,1,44,118,141.76,1,6,0,1.0,17.7,0,17.4,2,3,47.4,16,0
basic,monthly,1,23,27,26.31,0,10,13,0.515,9.04,1,6.7,0,3,84.1,1,0
pro,annual,0,6,32,46.03,1,16,11,0.828,13.31,1,2.6,1,1,68.6,4,0
pro,annual,1,13,48,57.04,0,16,9,0.505,8.02,1,3.9,3,0,16.6,22,1
pro,monthly,1,40,179,52.7,0,11,20,0.437,12.61,1,0.0,2,2,48.2,13,0
enterprise,monthly,1,24,64,173.74,0,15,16,0.927,16.79,1,2.7,2,1,57.5,6,0
pro,annual,1,26,115,78.08,0,11,12,0.741,18.08,1,10.8,6,1,-8.6,9,0
pro,monthly,0,32,90,55.93,0,9,12,0.573,15.57,0,12.6,3,2,30.2,15,0
pro,monthly,1,9,71,56.5,0,28,17,0.502,12.31,1,5.6,3,2,29.7,5,0
basic,monthly,1,4,8,25.07,1,19,7,0.463,11.84,1,17.0,4,2,12.4,21,1
pro,monthly,1,21,88,59.19,0,18,24,0.707,11.51,1,1.2,1,3,23.3,2,0
basic,annual,1,44,199,18.6,0,4,11,0.577,16.93,1,14.6,2,0,5.2,23,0
enterprise,annual,1,6,188,197.52,0,18,21,0.488,8.34,0,7.2,6,0,12.6,20,0
pro,annual,0,34,60,71.39,0,10,9,0.44,7.53,1,13.0,4,0,16.7,8,0
basic,annual,1,47,107,20.52,1,6,14,0.573,8.15,1,12.4,3,0,18.5,0,0
basic,monthly,1,4,58,30.7,0,23,10,0.654,15.15,1,13.0,3,1,48.0,19,0
basic,annual,1,6,184,25.4,0,16,2,0.407,13.33,0,17.2,6,0,-0.8,13,0
